client_id,onboard_date,city,segment,risk_profile,aum_inr,products_held,tenure_months,sip_active,relationship_manager,churned
CUST0906,2015-05-29,Ahmedabad,Mass,Aggressive,637571.0,3,129,0,RM11,0
CUST0907,2017-07-17,Ahmedabad,Mass,,514847.0,4,103,1,RM22,0
CUST0908,2024-05-11,Pune,Affluent,Moderate,3936988.0,6,20,1,RM18,0
CUST0909,2019-03-09,Ahmedabad,Affluent,Aggressive,3757356.0,6,83,1,RM03,0
CUST0910,2017-06-17,Mumbai,Mass,Conservative,333721.0,5,104,1,RM20,0
CUST0911,2014-03-05,Kolkata,HNI,Conservative,25723067.0,1,144,0,RM02,1
CUST0912,2022-01-22,Hyderabad,Affluent,Moderate,8838318.0,6,48,0,RM08,0
CUST0913,2015-10-26,Bengaluru,Mass,Moderate,605174.0,1,124,0,RM23,1
CUST0914,2022-08-20,Bengaluru,Mass,Moderate,1124158.0,1,41,1,RM02,1
CUST0915,2021-06-26,Bengaluru,Affluent,Moderate,3761186.0,3,55,1,RM05,0
CUST0916,2014-08-02,Kolkata,Mass,Moderate,492760.0,3,139,1,RM22,1
CUST0917,2024-01-12,Chennai,Mass,Moderate,835866.0,1,24,1,RM17,1
CUST0918,2023-07-16,Mumbai,Mass,Conservative,843569.0,4,30,0,RM06,1
CUST0919,2016-01-24,Ahmedabad,Mass,Moderate,626763.0,6,121,0,RM09,0
CUST0920,2015-02-28,Hyderabad,Affluent,Conservative,7148863.0,4,132,1,RM24,0
CUST0921,2024-09-08,Chennai,Affluent,Aggressive,2427817.0,6,16,0,RM16,0
CUST0922,2016-03-24,Pune,Affluent,Conservative,4168871.0,6,119,1,RM08,0
CUST0923,2019-01-08,Bengaluru,HNI,Conservative,33970062.0,5,85,1,RM04,0
CUST0924,2015-07-28,Hyderabad,HNI,Moderate,33919811.0,2,127,0,RM11,0
CUST0925,2020-02-02,Mumbai,Mass,Conservative,1056164.0,4,72,1,RM08,0
CUST0926,2019-01-08,Bengaluru,Affluent,Moderate,8638564.0,1,85,1,RM11,0
CUST0927,2023-03-18,Bengaluru,Mass,Aggressive,543314.0,5,34,0,RM02,1
CUST0928,2019-01-08,Kolkata,HNI,Moderate,7822239.0,6,85,0,RM12,0
CUST0929,2020-12-28,Kolkata,Affluent,Conservative,4273774.0,1,61,1,RM07,0
CUST0930,2021-03-28,Kolkata,Mass,,946133.0,4,58,1,RM25,0
CUST0931,2022-08-20,Chennai,Affluent,Moderate,7648580.0,1,41,0,RM07,1
CUST0932,2021-03-28,Bengaluru,Mass,Moderate,499264.0,4,58,0,RM07,0
CUST0933,2023-12-13,Hyderabad,Ultra-HNI,Conservative,38955546.0,3,25,0,RM08,1
CUST0934,2015-11-25,Bengaluru,Mass,Conservative,413602.0,6,123,1,RM16,0
CUST0935,2021-02-26,Hyderabad,Mass,Aggressive,494510.0,2,59,0,RM19,0
CUST0936,2021-05-27,Pune,HNI,Conservative,7038556.0,5,56,1,RM08,0
CUST0937,2014-05-04,Ahmedabad,Mass,Moderate,499024.0,4,142,0,RM18,0
CUST0938,2020-03-03,Bengaluru,Mass,Conservative,684657.0,5,71,1,RM04,0
CUST0939,2017-08-16,Mumbai,Affluent,Moderate,4669227.0,6,102,0,RM05,0
CUST0940,2014-03-05,Bengaluru,Affluent,Moderate,4109005.0,2,144,0,RM08,1
CUST0941,2015-09-26,Kolkata,Mass,Conservative,456456.0,1,125,1,RM18,0
CUST0942,2021-09-24,Chennai,Mass,Moderate,486648.0,4,52,1,RM14,0
CUST0943,2019-09-05,Chennai,Mass,Conservative,491404.0,1,77,1,RM12,1
CUST0944,2016-03-24,Chennai,Mass,Aggressive,982990.0,3,119,1,RM16,0
CUST0945,2020-01-03,Bengaluru,Mass,Moderate,666523.0,4,73,1,RM05,1
CUST0946,2022-09-19,Kolkata,Mass,Conservative,3806051.0,4,40,1,RM07,0
CUST0947,2019-09-05,Pune,Affluent,Moderate,4104338.0,1,77,1,RM18,0
CUST0948,2025-09-03,Ahmedabad,Affluent,,6269271.0,4,4,1,RM25,0
CUST0949,2015-07-28,Mumbai,Mass,,562317.0,5,127,0,RM01,0
CUST0950,2018-12-09,Pune,Mass,Moderate,554852.0,1,86,1,RM10,0
CUST0951,2022-12-18,Mumbai,Mass,Moderate,1574809.0,3,37,1,RM23,0
CUST0952,2020-04-02,Mumbai,Mass,Conservative,1154285.0,3,70,0,RM21,0
CUST0953,2025-08-04,Kolkata,HNI,Moderate,7612186.0,3,5,0,RM07,1
CUST0954,2016-08-21,Bengaluru,Mass,Conservative,380009.0,3,114,0,RM01,0
CUST0955,2019-09-05,Bengaluru,HNI,Moderate,18539377.0,1,77,0,RM15,0
CUST0956,2025-12-02,Delhi,Affluent,Moderate,3707722.0,4,1,1,RM18,0
CUST0957,2020-07-01,Mumbai,Affluent,Conservative,2149531.0,1,67,0,RM07,0
CUST0958,2025-02-05,Pune,HNI,Aggressive,21296070.0,1,11,1,RM08,1
CUST0959,2021-05-27,Hyderabad,Affluent,Moderate,1753934.0,4,56,1,RM17,0
CUST0960,2015-10-26,Hyderabad,Affluent,Conservative,5283263.0,6,124,0,RM14,0
CUST0961,2018-03-14,Delhi,Mass,Moderate,996324.0,5,95,1,RM08,1
CUST0962,2020-04-02,Ahmedabad,Affluent,Moderate,7963229.0,3,70,1,RM21,0
CUST0963,2019-12-04,Mumbai,Mass,Conservative,615979.0,3,74,1,RM23,0
CUST0964,2020-01-03,Chennai,Mass,Moderate,1530782.0,3,73,0,RM19,0
CUST0965,2024-10-08,Hyderabad,HNI,Aggressive,23980096.0,1,15,1,RM24,0
CUST0966,2023-04-17,Mumbai,Affluent,Conservative,7846234.0,4,33,0,RM09,1
CUST0967,2016-04-23,Hyderabad,Mass,Aggressive,444807.0,1,118,0,RM03,0
CUST0968,2014-12-30,Hyderabad,HNI,Moderate,46142247.0,5,134,0,RM19,0
CUST0969,2024-04-11,Hyderabad,Mass,Conservative,665779.0,3,21,1,RM15,1
CUST0970,2015-02-28,Bengaluru,HNI,,47562941.0,3,132,0,RM11,0
CUST0971,2025-08-04,Ahmedabad,Affluent,Moderate,10400086.0,3,5,1,RM07,1
CUST0972,2019-11-04,Delhi,Mass,Moderate,768381.0,1,75,1,RM02,1
CUST0973,2016-02-23,Pune,Mass,Moderate,833566.0,2,120,1,RM05,0
CUST0974,2023-05-17,Bengaluru,HNI,Conservative,18099148.0,2,32,1,RM17,1
CUST0975,2014-10-01,Chennai,Mass,Conservative,424977.0,6,137,0,RM06,0
CUST0976,2014-05-04,Delhi,Ultra-HNI,Moderate,92036829.0,1,142,1,RM24,0
CUST0977,2020-11-28,Pune,Mass,Moderate,899472.0,1,62,0,RM12,0
CUST0978,2015-05-29,Delhi,Mass,Aggressive,273777.0,2,129,0,RM03,1
CUST0979,2025-01-06,Bengaluru,Affluent,Aggressive,4708179.0,3,12,0,RM17,0
CUST0980,2019-10-05,Chennai,Mass,,1074911.0,4,76,1,RM18,1
CUST0981,2022-06-21,Mumbai,Mass,Moderate,1493295.0,3,43,0,RM05,0
CUST0982,2018-07-12,Kolkata,Affluent,Conservative,7343047.0,4,91,1,RM21,0
CUST0983,2022-12-18,Bengaluru,Mass,Moderate,289481.0,4,37,0,RM19,0
CUST0984,2020-09-29,Ahmedabad,Mass,Conservative,373396.0,2,64,0,RM15,0
CUST0985,2017-04-18,Pune,HNI,Conservative,16519333.0,1,106,0,RM04,0
CUST0986,2023-07-16,Bengaluru,Mass,Conservative,1439328.0,5,30,1,RM13,0
CUST0987,2015-12-25,Pune,Affluent,Aggressive,3528729.0,6,122,1,RM25,0
CUST0988,2017-11-14,Chennai,Affluent,Moderate,8820334.0,1,99,0,RM06,1
CUST0989,2022-12-18,Chennai,Affluent,Conservative,3497704.0,6,37,1,RM24,1
CUST0990,2018-01-13,Kolkata,Mass,Aggressive,893838.0,6,97,1,RM05,0
CUST0991,2022-03-23,Pune,HNI,Moderate,11915191.0,5,46,0,RM16,0
CUST0992,2019-07-07,Ahmedabad,Mass,Moderate,599435.0,4,79,0,RM10,0
CUST0993,2018-10-10,Ahmedabad,HNI,Conservative,10723563.0,3,88,0,RM02,0
CUST0994,2016-04-23,Kolkata,Affluent,Conservative,10897513.0,4,118,1,RM17,0
CUST0995,2021-10-24,Chennai,Affluent,Conservative,3362420.0,1,51,0,RM12,0
CUST0996,2020-07-31,Chennai,Mass,Moderate,284762.0,2,66,1,RM08,0
CUST0997,2020-09-29,Ahmedabad,Mass,Moderate,272629.0,3,64,1,RM06,0
CUST0998,2015-10-26,Kolkata,Mass,Conservative,636253.0,4,124,0,RM13,0
CUST0999,2015-12-25,Bengaluru,Affluent,Conservative,3830105.0,2,122,1,RM03,0
CUST1000,2023-05-17,Pune,Mass,Moderate,952779.0,3,32,0,RM15,0
